profile,qp,bitrate,crf,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
high10,58,4147,49.317905335961186,238,0.595755781983493,39,0.2972621259402415,933.6562588900932,4666.8545330732695,0,0.5941311856794949
main,27,3597,17.588938889603728,155,0.478955054079948,2,0.7295286971986367,9971.674172680354,1686.249152562287,2,0.35814250402049175
high422,58,1999,40.79864250619955,43,0.8538022786191468,49,0.07742455977174634,464.6134384773115,7942.40752248124,2,0.645822768503451
main,7,2231,0.8996161968508047,45,0.9856319287159521,21,0.5046998986577143,235.64807968098344,2911.338618595358,0,0.4406118425668374
high,11,2001,23.85080979116722,204,0.1858097900823502,43,0.22384140073291658,6143.85779998888,6925.591950381264,0,0.037301136725439665
high422,31,2753,26.682045544108504,217,0.6683050137850782,18,0.06371283679564532,7204.627152629251,6491.464349305829,1,0.03774500065600728
high444,30,2088,1.0555229680000506,86,0.3103028481329486,44,0.7328019487520119,2776.6995055627985,7558.794423786833,0,0.8449816131377124
main,36,3585,35.20089635265757,169,0.8181902848061704,46,0.514070904815641,3650.5348717975626,4547.72434190816,2,0.8560989929800241
high,0,2637,38.11322227852246,216,0.11825553117991339,37,0.02683487795307893,1304.9862338912044,7738.381105283181,0,0.9379646040783622
high422,3,3100,10.345127944882027,138,0.4130990375534117,20,0.8000540039241673,6901.64927816329,1453.0934258202433,1,0.22582094682376364
high422,10,4495,32.35947146919276,205,0.17465211933239533,47,0.9740725774436455,4105.665599883271,6259.535258025366,0,0.19545666472827594
high,59,3232,32.92582709896372,164,0.5815433371245602,12,0.708787155018844,6581.117072893879,6632.97048226305,0,0.9874148908721575
high10,12,3586,9.838778675110756,74,0.2805320717373295,31,0.20363207449105736,174.73197313600974,9737.373251199231,1,0.40645438466938066
high444,45,3707,42.3757866764947,163,0.4421977183064031,31,0.27031070008947766,632.5506556182293,6448.996867761042,1,0.4104580600020167
high444,21,3564,31.536282431302023,50,0.5082799084904432,2,0.4004051889940633,5470.694575472304,8522.194897179239,0,0.8557484910888671
high444,12,3858,16.96018198897875,164,0.9439216894857443,5,0.721053241250349,2008.11282397784,3425.1759536858685,2,0.6222179503897739
high422,14,3419,33.57217108405867,154,0.713076944745074,26,0.4058986392878584,8952.843162731533,5370.10987882146,1,0.40666364582791825
high10,9,2863,49.37627755037704,76,0.09086457675934445,50,0.11114344286506228,8612.163059143388,9016.610156027695,1,0.7464311225406507
high444,52,2562,49.422702237568885,249,0.5905619912850644,20,0.7209736801939786,4385.891212871516,2570.392644062739,0,0.44700098324271087
high444,45,3015,13.493046000246846,235,0.11585936381262885,38,0.8553918173790963,5018.735800165502,8737.268540536083,0,0.24717540434822838
high422,36,4324,10.45181040237718,135,0.7352433836639666,4,0.9180885765879898,4266.351458911782,460.4651371964763,2,0.6154918789492233
high,51,4513,43.21247177200649,246,0.3095016483167492,21,0.06501304634315885,6384.898623502226,7428.689011925139,0,0.3984380879614985
main,32,1778,3.3323033719090716,196,0.3283117565454411,34,0.1394862179369697,5766.468679212669,9060.74707542331,0,0.32054129872031656
high,40,3179,38.67350155711319,202,0.009149319017181967,9,0.9385570797305895,16.02079805055223,449.8180521052597,0,0.9977227414638511
baseline,4,1674,22.974572434639175,57,0.3499851949840682,22,0.9281010793004915,4399.589590485345,3426.4913264511765,1,0.698603352835798
baseline,21,2925,32.93157984205102,114,0.0690920683884596,28,0.6880459845119112,4800.442065289102,5235.715199026252,0,0.9992070536361966
high10,10,1981,43.385551063862906,180,0.5362559685464312,37,0.25497652424684536,7962.94616057645,9518.37552493231,1,0.256966674253151
main,31,4441,19.25769251692818,46,0.7796498958688329,3,0.9264931361716516,698.1157851538234,4601.087595365967,0,0.1888539582080142
high444,16,3676,33.6853391227489,227,0.08159411230784563,16,0.8573288791254499,5655.596434220126,6408.0964257437445,0,0.3570040169681531
high422,54,4951,2.0259009253507196,177,0.15718063773140967,8,0.08203665661729931,2669.7122033268506,5818.979387146704,2,0.7175757242232595
high444,31,3133,8.788497451657065,47,0.15075532224784827,36,0.44291543074033957,5464.203365152034,4670.898629674164,2,0.9076332982849628
high,29,3535,39.206513923350876,95,0.208371532459392,21,0.6116564920467509,8546.047797862784,5711.7591002018735,2,0.603362086993009
baseline,18,4514,17.435431729628714,218,0.8127385179939414,13,0.2328064487142104,4124.255882287409,1271.923947924083,2,0.3019193537400766
high422,44,4819,48.6798832982668,195,0.6807388155673771,1,0.3238617733642726,6753.107958731902,6926.839808845642,0,0.5149481183194814
baseline,41,3617,37.031725901537804,93,0.5276920649195558,30,0.3843137062786067,7292.645856136719,8332.516714325828,2,0.5685478668821559
main,16,2399,36.42127814610661,109,0.29692252008207143,49,0.6678902287881215,159.3469213443721,972.0564728775927,2,0.7443800771184336
high,11,1799,2.9706853863038627,83,0.24508564057443505,38,0.9441091718376291,3077.32495360325,4615.979265968943,0,0.9419570245795689
high444,9,4382,26.57492162743383,192,0.7530757713657369,6,0.1272408228455555,4137.879052614956,3635.9848465338464,1,0.6185778105804228
high422,45,3582,44.8567300422946,103,0.4315139348926357,13,0.9666946023799099,5856.736834807082,2944.2392145200192,2,0.36484094416669643
main,4,4662,25.660011184562652,142,0.6815688512583977,9,0.6496064666482135,4049.894685547024,9598.990212724613,1,0.24398586947446976
high422,60,4832,24.55906439890433,77,0.009395695208655352,49,0.1312589805880484,1963.8149230384317,8504.462776377264,0,0.8364559856258571
high10,65,3260,19.317255997383988,234,0.42861191046054226,44,0.29789968007182155,2289.7195951192407,1739.4290816419632,2,0.27439670459985255
high422,51,3808,49.36463124044819,83,0.38594195063188086,20,0.7898634288485304,8359.578128090674,7359.36349834361,0,0.24871432794980097
main,23,4446,3.582158767216724,235,0.5897948863476777,39,0.3387905851426636,2528.9543023619167,7995.130197904256,1,0.35381990092276183
baseline,22,4161,36.547132320742165,211,0.14085373187891392,50,0.05965387901010055,1398.1690412898706,9097.728795609144,1,0.550326496878447
high10,11,1746,1.6290692790945036,122,0.8936224182393505,43,0.3501636634151135,7368.218508913279,1954.2072646205831,1,0.5245759121791208
high444,54,4438,37.143739296476085,150,0.22042320379943703,44,0.3406167265582928,600.7254797820672,9835.224085831838,1,0.7826869931976195
high10,41,1678,1.3727551620010492,170,0.02685268709230504,14,0.25972331242322766,3971.1370657300895,2767.0850401294633,2,0.9838322372132204
high422,13,3683,41.452939043561045,232,0.7613603476653866,11,0.4287367672165773,1146.6524895991536,2966.1622298777224,1,0.14714652260868166
high422,41,2638,40.75304040496047,212,0.010358517014250612,16,0.4936425709531096,1273.3887216803519,9681.121709805071,2,0.17600043829478462
high444,51,4296,45.62378771554642,79,0.5194334955855223,24,0.4278483529761491,6247.271813987992,521.5813671290059,0,0.46980972264546217
high444,66,3080,39.86902596245986,123,0.9219087563476195,25,0.8682029357609157,2795.2992350984596,9629.125126735507,0,0.6260081346700347
baseline,53,2055,20.240829350453744,218,0.45728751530897804,2,0.21229868288927878,125.89749201006862,8209.23177664752,0,0.5529287467760056
baseline,0,1698,48.03493987670892,179,0.49419191811674934,41,0.7117145263063788,9187.475236094746,8707.68344980789,2,0.47519359498589164
baseline,48,1696,49.894933301865684,178,0.09682610014261239,42,0.885516694788508,8554.987819119335,4015.383109926055,1,0.6280325831579873
high422,11,1614,44.79983805507912,163,0.24480335694934052,20,0.49763512043313707,6471.679027827138,7519.037069273016,1,0.185465794081354
high444,46,1927,46.025236894687914,201,0.9449013145745478,39,0.5602550689832487,2282.595947889844,8386.2129432679,2,0.5758644715374246
high422,56,3642,28.713852369667,155,0.2670614438481549,45,0.059170253614111434,5707.334600677326,8525.51622270456,0,0.9742577675404843
baseline,53,3630,5.498594752288238,91,0.6178485803258695,51,0.429453650911216,554.2407788184789,3494.228499647315,2,0.6695966616109231
baseline,5,4663,33.45290174211131,90,0.8052489061820777,40,0.14378856268515627,6013.864869041122,9246.674030384309,1,0.5744895626893974
baseline,35,3327,12.508637442559326,94,0.498644169240005,47,0.4295449113546703,7064.860431449463,7846.310931265973,0,0.26098487195598663
high444,33,1757,25.94116455672362,124,0.5200579698433169,29,0.978398826414973,811.176914219115,828.1855577523822,2,0.009337965525376912
high444,19,2267,20.11964241166915,159,0.15485713916931654,12,0.8405910202583662,5940.5434622994735,9754.212444833262,2,0.4372280743515031
high444,43,4202,6.6610691602659555,153,0.33077704751137804,10,0.3672462965891031,2340.8525846296834,4968.005745117662,2,0.49451627271334275
main,57,3060,10.540552921336964,113,0.0560513081235976,22,0.13314079219338526,6185.234585561076,9010.00401101821,2,0.8684211212393839
baseline,4,2695,23.349508114315537,107,0.8187247250661331,4,0.1279975022097033,1713.1944719281878,5869.358975596907,1,0.06426551461518404
high10,59,3986,35.366454128966815,55,0.7041285925085055,37,0.4158916670991073,7756.091814673558,8163.575789321076,0,0.8142378258352887
high,14,3354,7.520384676050882,81,0.3026742059151597,51,0.049589197446532896,1380.3566319361848,744.8152117713225,2,0.15854043436183107
high444,64,1792,42.38022061436165,245,0.6564729190072042,4,0.17324748574352034,941.4366755940317,7236.514996663296,0,0.9080921036200506
baseline,1,3355,8.727277708875631,218,0.47777194121470545,31,0.9351994670276057,1369.597732815162,3426.799242319225,1,0.4727427912989055
high10,40,4939,22.010488319124605,113,0.39146614865281404,5,0.5882911034227266,5397.665746856042,5362.56071408719,1,0.6948435155619964
high,51,3847,29.2591618535429,83,0.7398644411614661,35,0.22256513772428232,5854.29111049245,7383.618138939102,2,0.4613655560665485
high444,37,2255,29.63870979299324,141,0.4469751880185405,43,0.13477741366950202,641.9170023413867,9037.64655156317,1,0.34127558086370735
high10,11,4668,27.132070873316252,225,0.4593044365196366,46,0.9037889241324805,5768.2712731390375,7986.820682750436,1,0.31828510442783275
high10,13,3012,24.88157894170817,69,0.06340109912339154,17,0.882024372841597,3159.0553948395204,2894.459590367969,2,0.21936635692548612
baseline,15,4746,25.0457671176989,208,0.3961842939747925,50,0.8173909063197341,4676.43191939532,6325.307061959421,2,0.8735755324737384
main,23,3815,0.700412383986163,167,0.07362112566229728,33,0.4325596932431486,2586.5397108482925,1904.771073800109,0,0.27245953542809787
high,48,2243,4.027703735797438,173,0.22577571659290574,21,0.023698180868337304,9964.998276181544,4452.177059245523,0,0.19408522943321338
main,23,4405,7.014994897021522,212,0.2589290147307236,29,0.531366515401659,4441.423897599703,4459.09118523198,1,0.8921586692084951
main,27,3995,50.70523508384501,232,0.6665245429345327,49,0.7958176029023366,6833.085158382297,6296.020328068143,1,0.7460014354515447
high444,56,2635,13.852896025555,214,0.9871966927281215,40,0.598481250569419,8087.252288475014,16.413847269068917,0,0.304597647145895
high444,14,1767,20.905332185543116,110,0.4736784954391726,51,0.7217715109129589,6745.3660072278035,3161.566520379594,0,0.3785486821276868
main,45,3656,28.296074709699887,230,0.2887070555739658,37,0.5821992734422405,8596.87884914141,9239.201698058474,0,0.4206139564153679
high,17,3649,37.2364593569489,186,0.08905474482376041,13,0.6525723900155515,5399.772737034971,2672.769373267433,0,0.18136081997474418
baseline,29,2554,24.7802509422485,233,0.2711068282179975,8,0.602021860175176,9923.61609297718,4941.197353802853,0,0.717673457720247
main,30,3972,48.93319999102509,115,0.8479692852743892,18,0.6600137290405665,9630.489772099098,8420.688866438288,2,0.04721781793886537
main,63,2314,47.23088117268282,189,0.19570540390315594,51,0.913341230206921,8932.294965152068,3407.312993434577,2,0.23998870148491525
high422,0,4858,17.216426606518187,82,0.18187460485660623,38,0.6488517288503416,460.9721656885435,3543.494414797953,2,0.18188537944862615
main,30,2859,47.23139388861182,129,0.7331992325215767,46,0.6187962546446247,4188.993828353744,4387.542754645639,1,0.228856937199038
baseline,8,4632,42.120511640557105,40,0.5993400054939607,10,0.9884399882943965,2307.179490563971,6111.870875786341,1,0.3806889949515577
high422,24,1910,44.92678614880074,165,0.997102346855921,1,0.9659554110018916,1325.0602986383797,2037.1265801361326,0,0.8356570775296799
high422,56,2328,28.192173213910785,212,0.9723848437955671,29,0.5362327197899143,1478.613342891022,8049.3729659472465,1,0.9068392278524646
high422,66,3394,6.080700578545325,72,0.23114649847113444,36,0.44708528692909744,4588.742080938197,6931.580031896892,2,0.8100269749783381
high10,18,1750,11.356849487479407,184,0.6075939608559883,16,0.9066973649002127,7948.823333446508,7475.1544166395515,2,0.8461844998549525
high,30,3357,4.8735212561964385,147,0.6775112753594776,7,0.9078814321459904,5764.529890898528,6918.522876704379,0,0.35455402319209606
high,37,3065,15.294330017445434,213,0.20036943999390466,50,0.4316467427268891,751.9707553113819,8773.061411667793,2,0.41231726894484266
high422,38,1723,48.795450193599464,112,0.13442938775777713,16,0.07006621466010154,2484.273061607324,9946.670110545794,2,0.8696626931893761
high10,20,1564,27.377533396444644,207,0.9460348385637808,10,0.07507685647499929,6743.625210350795,5874.887767690593,2,0.9058318910468002
high444,26,1649,18.76270685995448,242,0.5331201792893885,40,0.4287095697807446,2077.364767284252,8832.523696136932,0,0.45044739474617834
baseline,6,2299,20.84640253038304,92,0.6787567748632075,29,0.6488246124057667,939.714014611055,756.5064585514492,0,0.23615261096265605
high422,1,4724,17.694411877027566,238,0.0957878127405486,0,0.10915005263502253,4126.9675628497325,5851.348760379487,0,0.6211696573594987
high422,40,2707,5.735720535962454,213,0.039543293143342595,9,0.6729602523315471,5913.765851530993,6375.418047649746,2,0.5672981274571557
high422,50,4855,19.988972128969486,165,0.22868116889822832,6,0.06414211472461229,279.6364970222509,3613.6208663254033,0,0.8317448570456849
baseline,43,4234,43.61697981645841,242,0.1182388294476685,34,0.4912115258507207,6972.015328621866,3861.0402651698896,0,0.4592167857904733
high10,68,2066,27.42760442868096,173,0.21578338544836673,20,0.8867593948630014,4669.548330078608,7948.054376933369,2,0.7186041738399119
high10,34,4817,11.499482316936641,79,0.5284941624020435,5,0.7496603771314454,827.2335002239495,5326.2019345377585,1,0.5004147752279886
high422,69,1848,0.6830114024557756,245,0.17055761238736644,4,0.5820525352487059,9252.086284412744,5232.722442940706,2,0.2879425531715436
baseline,13,3100,24.880499083573394,88,0.8865333492434602,9,0.19688529707255487,593.6280249762482,3161.9564225276686,1,0.6267402559236666
high,14,4716,35.29292738137597,123,0.24629920807398942,28,0.28665206885275096,923.1580265007943,6118.23468522354,2,0.030021085846609785
high10,29,2751,22.419998900228748,240,0.9839723864533353,17,0.9391747841369903,3228.969698669425,3910.3264648053405,1,0.9505893035504115
high444,26,3748,45.10503531012276,80,0.5482462503238122,12,0.5104457872940235,5892.247829448769,1522.2177569980079,2,0.025965964649124706
main,30,4401,49.270765405538604,71,0.34371187497884004,34,0.28943156118797364,3259.4797126288654,9717.565118899773,1,0.7845551906076068
high422,20,3471,4.717773686904245,217,0.004748185041411612,2,0.8640622506807107,3949.2156769067788,2091.7881170599717,2,0.3465214061544075
high,44,3779,5.204056782572188,142,0.08123994491817865,31,0.2543374898422417,9852.987514310073,8612.88550983988,1,0.6879105027939048
high444,17,3991,9.459847621025105,212,0.44303001606143777,5,0.48584824570774,789.2578982546838,6228.8581947090815,0,0.531598844765294
high10,6,2588,28.316520861636022,189,0.3337416710948693,1,0.9413284331374119,8794.05822527147,9880.774990874024,2,0.9631231039884225
high422,40,2927,38.74818326194996,177,0.24255950247443903,39,0.8804543614797958,5035.163662835453,5800.85472490599,1,0.36529564152869176
high444,38,4324,30.13390841927971,74,0.019141270286918588,14,0.01877406585445829,1044.5401651076036,1977.4783633522609,0,0.8088841563147688
baseline,54,4105,41.387228190189006,54,0.6871387115957763,45,0.5337540110100844,9852.70870572681,388.5330283918076,2,0.6182503921931851
high,50,4158,11.174595342545231,193,0.9614881245231174,13,0.10315928538639219,68.0505784468488,8091.088319010636,1,0.36491632328834345
high,26,3601,2.6601832340026568,163,0.3308496803140485,9,0.9047281148752095,5545.810236778457,4467.731781851263,1,0.0023733335332272176
high422,56,4180,16.311177473536613,96,0.49309865458380375,20,0.18751454817282653,4294.236179104971,6210.84683512251,1,0.7634040481483086
main,44,2545,13.412488566724692,191,0.4010488088481995,46,0.24513582312182214,3388.748077614474,6535.158543340452,0,0.6651843120461617
high10,64,3179,44.613817775796434,96,0.37110172704439504,38,0.10429297830016848,7547.915361336385,9914.782131592134,0,0.2900314626195326
baseline,61,4741,45.226296173275934,236,0.06948575645000143,8,0.8124442331843857,861.0418638260264,7938.722802689823,0,0.4588111894354516
main,49,3881,1.4805563111040605,115,0.6544468501990316,24,0.6405885049609925,238.4847841502824,7283.804569345744,0,0.013725919069201176
main,9,1867,5.6781277218415065,217,0.07621497243817954,32,0.6707010656069817,3152.9876995027985,6435.332040863153,1,0.886145192042395
high422,54,2587,34.94128766624547,120,0.3543343671972502,38,0.12913720354862812,5763.9655075815235,7559.0419631819905,0,0.11830750076790586
main,67,4950,43.53620375458341,207,0.23971513513105358,43,0.05312139886144096,8379.977410345664,2164.005963819164,1,0.48038956960107315
high10,0,3695,5.491680028686755,203,0.9857190961140706,8,0.34731086449522175,5805.911054007904,6084.526188719539,2,0.881517985844862
high444,62,4095,5.0313496128221065,119,0.7857778377841511,26,0.9768081874741678,398.07417999924377,4962.023863685204,2,0.49988351692137234
high444,4,3932,30.473406577445395,247,0.9922035561941002,8,0.147502676428099,5861.508464775268,7368.35963803303,1,0.30127756627618574
baseline,56,4060,39.42359332013411,49,0.0696178666868813,14,0.8316700697588685,1055.1736998968674,5336.0649658555185,2,0.6967650662377509
high10,28,4601,32.93996507261701,41,0.9397004441341675,15,0.9507808186393334,5212.216621698801,7679.001220877043,1,0.8407180262138672
high10,52,4886,25.431213147954704,43,0.855079801448565,34,0.9851519719736612,1757.5348924799173,1336.73914466781,1,0.9241614129499858
high,9,2154,16.984450956930363,246,0.07474572850471073,26,0.1901361406236013,6583.970447361104,1564.9758761795706,0,0.24395673616598035
high422,68,2915,20.96023266240685,76,0.1300630819027665,10,0.29017726111919495,6715.319318922937,1213.4634458192218,2,0.6859025487255754
high422,18,2675,9.843330209352247,79,0.5760294600967354,33,0.7821921901353232,6895.882541130757,7812.432414242814,0,0.9536670790405352
high444,33,2171,48.71500782075145,89,0.20027441189529926,5,0.18728365086821885,171.82020102732508,5058.554115247083,2,0.6825448703714133
high444,61,2091,20.365230171533952,143,0.2214135102017465,33,0.4556167323928081,6368.360123665488,7563.050069045342,2,0.16290662746238072
high422,6,2445,6.51233332017473,178,0.12627062253843047,23,0.8406918085196375,6444.483644572754,6078.779395328134,0,0.005431859054819799
main,30,1905,0.45108955794058114,193,0.544936448499357,17,0.1299161710842719,3101.6035106505733,8001.55073958011,1,0.7930131787155059
high444,30,4963,30.02846138225231,168,0.3859024940203688,32,0.8594451001507326,7378.263815872074,6647.937062555546,2,0.5895885620956904
high422,47,3801,49.74223336792962,243,0.4793205002108857,10,0.11004883653968622,1655.65583434078,2029.0300108778704,0,0.061516494333562655
high,61,3109,16.164233032330056,190,0.48485401239990766,11,0.17754587764312224,4968.606935192173,5653.001129729953,1,0.40608120022561933
high10,62,3168,31.534354203824662,55,0.8833819078946402,11,0.6628933822076297,5887.592960254181,5155.98882573737,0,0.7924003664557344
main,24,3254,3.5797944573591,174,0.035850837839359606,3,0.8064731635867315,9802.154186207286,1954.1736401273579,2,0.7700431292694843
high10,45,4904,13.968840275964384,245,0.18105850562503,28,0.2437088392230945,5572.349374633073,280.60369010123765,0,0.1858062337122942
high10,36,3065,9.665375258977518,247,0.11874533669197762,8,0.9003965305100339,1335.9612436461964,7321.032716392399,1,0.14965598351550136
high10,7,1532,42.73260680870208,109,0.7190230168299706,10,0.20654795402406123,2642.0500853744975,8708.180298401954,2,0.34014955350521225
baseline,24,3317,29.886649099180683,184,0.7433786447639483,22,0.7545633474068562,1336.3528819721814,1695.1730995155922,2,0.9580911457904252
baseline,31,1935,48.566453793303936,121,0.2016078471058188,38,0.8804221216970946,5148.485637580835,4106.53149372333,2,0.7707559284127723
high444,55,4233,49.17654089555994,78,0.14405012577696408,11,0.5155816937229153,4915.641377686992,5948.3848805868565,2,0.21555475140748492
high444,45,3919,20.832469122975944,216,0.5291137906036018,50,0.7535160255100152,3042.083461186871,112.05018261884136,1,0.5498051474081911
high,48,4977,28.714344346640054,224,0.505930896111976,18,0.25413059296217166,2622.4096595430833,7936.4985112613,2,0.7828669322460989
baseline,66,2662,10.713337233691039,167,0.3048612191472073,35,0.24178637788137403,6697.0326859457455,710.101273027669,2,0.6006286649202318
high,55,2819,9.605656438749948,164,0.937076373137168,1,0.9618969624131601,3038.1036680029706,5323.743897643748,2,0.01900989906292594
high10,28,3881,20.461388177629605,93,0.4863942486722439,29,0.438157476192217,8564.595621417682,6278.486877540942,1,0.6724629378056116
high,51,1542,0.17553234945948615,111,0.8694023598945112,30,0.48142164313040936,4003.4530119067144,5060.803784672091,1,0.8877934951330453
high10,13,4620,21.233083567472875,49,0.24135726859726203,25,0.046264390416596024,1687.0462084370997,9231.51828979142,2,0.38579592413433494
high422,39,4271,22.70376388695444,110,0.7839572555913896,8,0.5820991627360873,4940.692479072739,9051.455082286102,0,0.9366893094071913
baseline,58,4539,16.582226120854862,112,0.027545455468645286,11,0.5956829743436476,443.41127370958077,5466.437916177844,0,0.9177702168493053
main,39,3315,20.083681616982535,165,0.5508120785819445,5,0.5214326532870286,1328.7369129384497,3334.22908199289,2,0.009110786213659128
main,1,1667,2.3111397096207473,86,0.3025781350041584,20,0.22606898200190928,4523.805654173592,6661.879854419065,0,0.9184595271866742
baseline,59,1524,27.086727228184103,88,0.23284789499165093,30,0.49036993120008276,8615.72100391488,8757.350149817235,2,0.28333409627398487
high444,38,1565,26.247553045009315,209,0.3494128564964992,29,0.330289006446169,7893.91045119794,7412.316370736675,1,0.6597714440842254
high10,63,1741,32.28936673711991,41,0.09561066716978839,18,0.20779641452239572,8329.032022997953,2823.3816983563866,0,0.3932210145479882
main,44,3804,3.2342658960544277,106,0.7272916952207165,40,0.7820383608748799,894.2052516665789,2491.561587189387,0,0.7363439455662241
baseline,22,2530,33.94804595264819,207,0.5683111450494719,23,0.636733766848099,9950.583067033569,6702.6993729857295,0,0.3269807461995613
baseline,33,1982,21.34742436285083,110,0.5196840233689318,34,0.3497280556668866,4766.5733438833295,1938.7097766503737,1,0.9302131501187377
high422,42,2831,14.262605337127248,240,0.9875697767110362,22,0.2005863222321541,2662.7407336580945,2021.1695194465306,2,0.9247323484130554
high,13,4120,32.79604347007611,108,0.05067327473554806,39,0.28685307489243006,4636.364683897378,3902.987686945032,0,0.38163685609002296
high,20,3455,47.2792182045492,223,0.4849700626447725,48,0.9596894118373244,5129.46165151817,730.848213652694,2,0.3174131039256437
high444,40,4041,48.91201604019176,137,0.5883015711409386,7,0.2085774686990749,3874.615651763026,1172.2501887847093,1,0.4525984741224237
baseline,64,4900,29.537733549526568,157,0.31582805697383687,46,0.7394263266503953,578.8071325556788,1518.383344119093,1,0.27965487209156525
main,61,2364,22.563807818865047,52,0.391252078896439,15,0.3712459291920731,5504.098124086302,3770.2900047095113,0,0.3537496177316335
baseline,8,4954,0.12883043707247588,102,0.679189834978469,38,0.519931746433129,6368.92274043263,2897.4276168495517,2,0.23733163347664643
main,17,3950,5.425486598887874,226,0.9355697705082234,50,0.2963311776459995,6006.660224781466,317.453916456667,2,0.536928670371337
high444,39,3001,16.688859748194012,172,0.6048876210369578,25,0.5047311884105911,9690.36879308657,3983.439014981368,2,0.015780247285926308
main,12,3147,50.73116022435607,202,0.12757653845682726,21,0.5516319162144935,1117.6087839804704,7465.419109304732,1,0.025912711700016744
high444,56,3429,18.34087909953304,237,0.42968970718640076,18,0.5598563540148207,9630.548734935646,5853.204957112594,2,0.6123987891092767
baseline,7,2583,2.5117786118405117,59,0.31322160256664144,50,0.32828154112546504,6326.253912891087,1727.1456300246746,2,0.4839708559258662
main,33,1745,15.523732680868454,60,0.9947115492634794,3,0.6795894433579542,7802.516969337005,1661.9014639733975,0,0.04053688486427276
high422,13,3283,21.85794486729226,105,0.5556984533444257,31,0.053317541448879235,4041.6777328335897,3303.7009985429277,1,0.6910416725692073
high10,56,2607,34.458658660408695,98,0.6826640019411355,27,0.22923013345432974,8658.95668054325,6627.591704906073,1,0.7370372562278641
high444,52,3871,21.731479011063918,127,0.9412355733351478,2,0.7664685201616652,1419.0708214766523,8541.549195615344,1,0.7581348670040423
main,22,1923,35.32637233819712,101,0.46602822188758275,25,0.8138105760513721,2906.149316539056,2877.6928981813576,1,0.8053346566564347
baseline,49,2554,40.09381022125893,111,0.18354710631128435,2,0.9860573114972694,4659.317623904223,4998.195184371202,1,0.0528756076071728
high10,46,4016,48.33391045352383,191,0.7921328587364743,30,0.2884805858360753,216.05369475343528,9256.508515791516,0,0.05048848851498566
high422,35,4094,20.917854871866474,49,0.15482570542820195,6,0.253331389916052,5967.652638729579,7828.267251179331,0,0.27287684265308043
high10,66,2349,4.633340141923257,138,0.5470383761016645,13,0.6732451217243608,6402.466530743789,134.29634940666847,2,0.9579398128293091
main,60,4213,19.353139733566106,104,0.6597383949904009,32,0.40339971309778444,2276.778262915061,8934.510350847233,0,0.5667013990968612
high,13,3778,38.57584205932423,69,0.9170345668890943,19,0.7116432312703801,941.1149610312408,7238.538150036588,2,0.45633436102788094
main,42,1887,23.111012557009772,102,0.6246763972942483,24,0.5622951448566101,7353.690472265432,4585.386447662891,2,0.9483106334056332
high422,65,2835,29.55253019047798,188,0.8666107635336491,35,0.09204043945144547,4351.254085199642,6189.911677994185,2,0.12274500648708198
high,54,4467,38.908423649595655,61,0.9933635818051282,46,0.6284218076557293,1743.9523726591156,1519.7236330413932,2,0.5969724070139196
high422,28,4535,25.77477265992505,96,0.2397201746151535,47,0.358452199589376,1043.9457125234464,4597.933514263266,2,0.4824033615730896
main,45,4087,12.09974871829292,234,0.44655154066070546,18,0.12346339773249115,3862.6311578767813,1902.6799227743784,0,0.9177969162681253
high422,9,3621,34.936255639541805,72,0.16540321275284742,37,0.25096666799842116,8109.602400083628,7947.9937812870485,1,0.25351651257941055
high,45,4844,7.969777926055823,231,0.11111216059607931,26,0.24468837995176185,9794.83574663016,7163.736841832243,0,0.15263333765877474
main,17,4580,44.40944196275381,176,0.7458715555348115,29,0.7922438008109949,9599.794542516716,6310.399504781091,1,0.30446501181577423
high10,12,1971,40.59345555033834,51,0.35000210254272546,30,0.8697475701514603,3487.7658131179833,9820.759720994169,1,0.42171655256929064
high10,5,1914,39.385784244649834,187,0.4499010989315779,46,0.9872438096597838,8654.090473140359,7752.479074254342,1,0.8524823665236426
baseline,56,3947,30.697963726184582,102,0.9516601618438305,24,0.9265253477835448,4200.329691238561,7591.034956997026,1,0.5791869575325518
main,34,4796,20.4788790039081,55,0.10136989949433872,15,0.7092526869453732,6212.250594330343,6454.247191673723,2,0.16420888664085143
main,39,3364,4.814924258614399,160,0.23222588054037296,41,0.20222070975965523,3973.227980546148,320.17084313132995,0,0.9037643291735382
high422,32,1645,29.20533792006086,161,0.40813715693821095,20,0.809600173780028,6896.294906082055,7423.591042165553,2,0.2965657376470052
high10,50,2820,44.56382090600666,70,0.7045641770309051,47,0.8025795873579382,1485.5382607956712,8212.64487928002,0,0.12466344104803495
high422,49,4783,6.972173458713791,50,0.33344894690528826,43,0.4757002382860701,8577.977759968911,488.7650578887137,2,0.6428546766477937
high10,0,3439,43.81484686480041,235,0.6603015869261685,24,0.34035219124250926,5019.07337023061,5031.39514802105,1,0.33802518557943106
high422,69,2702,2.1939826343412374,229,0.9812994965743747,35,0.430550934458775,1633.7099498539221,4856.8592825196165,0,0.13762709184317623
high444,68,2926,43.56255388559203,190,0.9087338922349032,44,0.6920706376448534,155.4959698807412,1164.5394975037925,0,0.5209019280949054
high422,58,3457,45.234366149812345,167,0.11147225098793279,49,0.659068906661734,4093.76352291166,6921.962244420593,1,0.8854621398010224
