profile,qp,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
main,17,119,0.5119478674990802,43,0.9242689050368392,102.67951922569574,4019.8098423402016,0,0.7596871368244905
main,5,70,0.6512774799415402,35,0.6416865333973347,746.5429495680165,309.38390658242554,1,0.17249660135471567
high444,4,193,0.7385679762089977,1,0.44449314163093345,2697.517842065129,4804.193142413821,1,0.2939175430022085
main,34,243,0.7774304901976774,39,0.9416503490183883,5273.723546383394,726.0411936442068,0,0.5674520678965099
baseline,17,244,0.05064081777063478,23,0.05143969144360183,1321.1983493065927,7347.247010488221,1,0.44465640529531203
high10,65,151,0.1285448117477198,50,0.03013693321365718,5837.27930403355,6668.6795463239305,2,0.19123443379477678
high422,41,46,0.7510191613026432,29,0.8658239335517733,3930.9621704709784,2215.1720548812427,1,0.6112939584430367
high422,13,165,0.47985557991795325,36,0.1638327971584692,1089.1998458070095,5746.718985554417,1,0.240374321719947
high,54,166,0.8368051792612888,25,0.2089797211571217,7247.447189916236,9424.78050508173,2,0.41618079423416354
high,5,115,0.3583421580282773,18,0.158137911504868,6701.435555558023,1214.1388180825652,2,0.10539410103732316
high422,53,197,0.1190796596912892,25,0.40389422920999685,4119.736487301585,6268.581634762438,1,0.013276788649023152
high,6,192,0.45495434763522746,9,0.9886268108278518,7260.902628769243,5573.178579015079,1,0.24914707383681312
baseline,11,52,0.5701399359307059,9,0.700471128311283,1089.2744037125624,6544.745237302689,1,0.31716121996065316
baseline,23,109,0.5759065544634094,10,0.387711390141954,108.6132241227955,5869.934032313966,0,0.07217921066429411
baseline,63,72,0.4604792602985427,39,0.7819718630059266,7612.371962465412,4231.973115478596,0,0.16137778972699202
baseline,31,206,0.3175144625993699,34,0.951690593852673,3369.9308763531944,1548.3207051292559,1,0.06593230205105305
high444,23,159,0.5359208460874592,12,0.0955573746999715,9246.923578287593,3337.932931018526,2,0.5415300762034552
high422,1,205,0.15231224139672928,50,0.9972891667676719,9169.615439088651,435.5701129520084,0,0.2595680223888368
high10,8,144,0.12250845392772036,12,0.25785054184095624,760.7065506564359,4409.897822994583,0,0.04952498781114112
high,45,128,0.28168366800736433,6,0.8645760475874712,2382.933055932194,5577.2672325778885,0,0.8841781798788365
main,14,156,0.295762802578872,17,0.4386238745858876,7133.158481400783,4687.711586218234,2,0.07366718099542069
high10,64,58,0.5149723701587824,50,0.9732413547638556,4610.350546629326,310.6148801994346,2,0.9066241566046919
baseline,48,93,0.37078435572884216,3,0.8251982898946011,1082.508328956402,4582.463135505195,0,0.32115728586463077
high10,53,177,0.7629609740181246,40,0.8535589192427672,7595.355064928482,1182.2789663292422,2,0.10077967255402143
high,68,121,0.4687445589937431,17,0.43108456792369754,3781.4665146828365,4117.238010527991,1,0.5869686884494338
baseline,37,176,0.9200070289191645,50,0.24551606116730929,766.4963499731103,6836.937764627451,0,0.06448847189691886
high444,20,219,0.32246405415058277,41,0.413387486572385,3593.8179907109934,7080.978458015712,0,0.05893603813432291
baseline,24,219,0.6803353630086157,18,0.7732639229802619,2589.140574209068,4966.859456551607,1,0.5749483204047946
baseline,30,96,0.384566280733863,17,0.5913761528388279,9291.836299901963,1437.156063734597,2,0.387753592792462
main,45,55,0.12094345245968952,26,0.6005710525681289,2087.6302493007383,2051.833291809372,0,0.3760126678867035
baseline,53,194,0.6935151212143426,5,0.03967121857142941,1837.9962681905793,5140.705500411547,2,0.22802149829685248
high,29,240,0.2464296545340624,5,0.04367029015718882,9912.164898206149,4771.960635867706,2,0.3377634571496977
baseline,19,54,0.10052543586489082,40,0.3752508855544705,3515.3286961521035,3082.5638532736175,1,0.056862365596113684
baseline,46,170,0.2704333161200212,25,0.7272175899373865,9053.41514310186,9987.599866550543,1,0.0062049848424171605
high10,26,163,0.8663814887833371,37,0.4840850753063296,8779.782410015108,9162.533566324597,0,0.5200067858455456
main,46,105,0.5644380913505277,15,0.42635795189378145,9261.42672671852,4791.696445097635,2,0.4996105621921414
main,27,126,0.779916918349078,40,0.009323896124552755,9587.01080585599,1078.8998502341917,0,0.1996395123352721
high,48,123,0.3854906034655129,39,0.6064898888127056,4319.331361714177,2233.405627146835,2,0.4468811735535083
main,50,123,0.9595750540750672,51,0.7554817914364904,5895.490752325302,8442.81530924433,0,0.7788366670178436
high422,26,103,0.10833425801259422,27,0.7725565520523797,9980.744798501655,8004.495339097113,2,0.7413784608674814
high,0,85,0.38263581679475756,8,0.46224991856997133,2930.5760884096544,2010.2306292229755,0,0.6723248861818486
high10,2,76,0.06915373640878053,50,0.970641972525042,4671.647911486556,4095.8672515907115,2,0.015599714067766723
baseline,13,55,0.9827723692599992,22,0.7387875423291713,8398.49671447814,6991.138516201071,2,0.8506038862645707
high444,44,116,0.03424121859265561,22,0.06542270311453835,8818.928311777137,5645.237651452272,2,0.08241896096569867
high10,34,136,0.40274753068258395,31,0.7376985277871108,9849.68542532538,4994.62613419085,1,0.4350027269190302
high444,25,95,0.09301185627424946,28,0.9730722072729738,674.5130659955945,6128.78361503778,2,0.8757862395043295
high444,35,158,0.5628716944345457,30,0.5988286632557367,8606.739784362291,4008.0346999531866,2,0.9711102920960895
high444,26,70,0.08162076642997451,25,0.8826672940040313,2406.356399531604,2576.4180735507625,2,0.09671858659425558
baseline,45,129,0.6819593619530443,45,0.10077618674325428,4648.443483812189,8820.730452556096,1,0.6250751238380133
high422,20,58,0.33448145406158813,21,0.09128262328857473,8155.693166234059,3058.6551130784924,2,0.7942111789950044
main,40,146,0.6627490664240266,24,0.365744990089116,9350.494534476353,8828.168834727054,0,0.3409256502543042
baseline,32,248,0.5014476829180593,26,0.39920448463976543,7393.647622120545,3119.412629654873,0,0.6163168529136542
high10,47,70,0.5393765178461218,37,0.26461870277694277,2609.050381493653,3657.2275121411235,2,0.2620397504321109
baseline,17,175,0.15985276711677188,51,0.13555299838758528,5282.526165236844,4543.828020987236,0,0.024369813357397407
high10,23,97,0.7958024322098496,50,0.8457592997670303,9847.935652802928,475.81740242436666,1,0.2712035188818147
high444,62,157,0.8162620692528569,33,0.441274859176649,1644.9505870726189,4815.825697707792,2,0.4951919176519397
baseline,16,158,0.7362584016113657,35,0.8773058301118798,7828.483417184221,2594.7784231425453,0,0.48903023046054384
high444,27,194,0.48785997997108177,10,0.6345156148189117,2939.1535465002225,2824.6236504908115,2,0.0840955646041538
high,14,175,0.5526352304253679,24,0.19460444836131274,1157.7402654360292,8675.118155548957,2,0.4087095240135158
high444,1,106,0.8141119347493749,18,0.657327413621251,6843.206923804046,1457.919835215523,0,0.3716699645726085
main,37,240,0.7884425720207134,51,0.891372977079375,9100.041676060873,6462.686223636951,0,0.9523815090002262
high10,3,91,0.8034130857708417,24,0.3025625824377183,6016.492084218676,1794.8479646748194,0,0.22617478138772606
main,13,233,0.5678724757765155,37,0.9114314842539315,6147.291926826019,1683.5417675033493,0,0.7936407951843681
high10,45,47,0.4223180089656806,26,0.22818386888952036,2172.021336122455,9587.05530128085,2,0.8292522527008547
baseline,2,237,0.25682819564538606,30,0.37221477613013976,4447.054941015605,2931.0461209327664,1,0.5065839675514855
high10,60,240,0.20970995751304888,45,0.1639563323090314,9554.982881070426,2751.15246632097,2,0.747300491581851
high,31,144,0.29258526904548265,30,0.5395851297532219,7124.970338780472,3047.57019563763,1,0.8415119545861243
main,10,60,0.7774288192296249,33,0.9978692305797806,6937.823073379532,4758.818740239963,1,0.29592985766459945
high,50,189,0.5922534895304115,33,0.16384743225359066,9547.442979217789,8509.128783227998,2,0.35951763768638245
main,8,172,0.9661237119879967,27,0.8412281129634965,8957.92980817216,7716.345992338997,2,0.38379794458460126
high422,17,243,0.938098865993154,3,0.40975567221209563,5121.222705308564,4215.223798196902,1,0.19403911361494708
high10,68,94,0.06778345461283086,13,0.07229806600154698,8366.298905444008,8908.604267950792,2,0.7217340418860455
high422,54,213,0.17080059671636294,38,0.0021760810031765665,9044.633001878276,346.1155599202881,1,0.9740118552080367
baseline,20,60,0.9515011712534207,40,0.45062786298402446,1126.7656518947765,7604.486384148854,0,0.1242263313047044
high422,30,55,0.38511860433902934,10,0.29388905425230927,5216.248020452203,4318.087582383633,2,0.4489181410734775
high422,63,201,0.814257226491639,31,0.3377126471574766,5585.8716982624865,569.1978668079289,0,0.7264978411348708
high422,18,99,0.9052461780891732,9,0.5528267732491349,5606.514626418962,1622.2519110864487,2,0.016141563241725998
high422,20,137,0.5745458858169831,38,0.3319975972274185,7883.454977170621,480.3933790492565,1,0.6567752864480605
high,52,199,0.2639103523583647,33,0.544681637709874,7749.067421260992,2400.0547856897315,0,0.40697199091954606
baseline,46,162,0.262307996839958,11,0.5009061680347432,5344.567973599001,4246.764399635797,1,0.45252074370472284
high444,49,54,0.4909061694590653,13,0.35279498201675197,4528.0350902829,6940.703164112855,0,0.25838505619746777
high10,19,245,0.6064012889267753,4,0.19312951492180608,3666.870903608658,8038.08200040701,2,0.792233103038755
baseline,45,164,0.08020802129494198,32,0.4448677838220306,7783.982715232702,6589.449511142723,2,0.4125841394477767
high,27,218,0.8538423447226069,29,0.7777499475674093,4377.550907952733,2337.1158600491294,2,0.7819474442102311
high10,0,142,0.4286363740500666,13,0.34197181020265965,3406.5729323484707,4043.6332739452087,1,0.4133634833094276
baseline,69,153,0.8002228725662003,29,0.9847227295382643,4590.98736585887,5242.739207393649,2,0.9847838600406645
high,20,204,0.3327453762650986,37,0.09176544314351232,5937.6076645972635,2176.747190357301,1,0.8196824252118589
high444,53,162,0.028036035719403385,29,0.3600291967406255,7450.273854936908,67.48480380367793,2,0.9768479531051195
high,68,114,0.8189888748105749,15,0.1106666609523389,1032.0544086708016,9064.959922741238,2,0.05865617578229387
main,11,192,0.6892641760588879,16,0.9375875205710286,4981.291199285713,2789.9786348683565,2,0.39712536074398397
high10,0,72,0.5985033748314698,10,0.7475116891159521,805.4739369887087,5155.718844574302,2,0.9397446370235415
high422,16,89,0.5996986335862752,39,0.08295249298130558,1305.1218219654547,269.84647187145885,0,0.12564849557410696
high,33,74,0.5207088954164814,17,0.47977591752449,3389.6033047841534,4431.755471995636,0,0.858660404919837
baseline,26,141,0.14414147172179015,30,0.3972284438072189,446.5222854765694,4092.7109968945906,2,0.25633419974744154
baseline,11,155,0.9170116687573366,46,0.6566598542920014,3639.9247951320003,183.4970396281188,1,0.9360910573585877
baseline,46,203,0.47861345554903456,49,0.8016990961536563,1680.7145366943844,4519.537308812661,1,0.31050473056147576
high422,8,191,0.5205418782342517,0,0.8546181595469308,2148.4442032745865,901.3608662247185,0,0.769581841808789
baseline,18,214,0.6776383972705441,29,0.8172001115697737,3680.8386377963266,685.3635046093631,2,0.5676720808819343
high,41,163,0.4247315698941946,15,0.5000575657603781,4650.687049962758,5362.699715349474,1,0.11530172333252786
high,24,85,0.7888002124522013,10,0.027766454240993665,8453.69262801825,9424.633963790227,2,0.8589437879633962
high,59,250,0.8077756287776098,26,0.8101331973554051,9517.846089107026,517.144983007225,0,0.6852645502856267
high422,41,105,0.6450883712101491,49,0.3101126575684132,7938.660015652705,2301.759110761159,2,0.6861765516773436
high422,63,129,0.8413279544015595,47,0.44311093121405876,4147.8685915880105,5206.3071119263905,0,0.1920558054691437
main,30,72,0.9801754092349522,16,0.4373698218687214,2863.9321761620863,3991.4262034443914,2,0.418043793298698
high422,27,204,0.5829686010235771,6,0.6082231248993855,3316.2414756134162,6484.523873870076,2,0.34791068985252593
main,54,164,0.2526458550440409,42,0.19640855436531401,1206.4393091661484,4887.928828380253,2,0.9185320079729848
high10,12,115,0.07941682722601107,24,0.7151367281858001,5637.0028800543705,6412.820117990213,2,0.3108941557481111
high10,22,195,0.0711349713071594,20,0.9024727537129248,2507.999584208422,8351.556274293234,0,0.12667584355638162
baseline,46,168,0.0786987265952156,34,0.30013979582633155,5952.359604873448,4687.326806957638,0,0.6059053000953473
high10,10,51,0.15815716009897596,39,0.6772164993234274,5508.2870262986535,2182.9375866134924,0,0.5594497355043149
high,32,210,0.7253653474571159,11,0.1409019517598803,9217.36372052816,3272.1527819872545,2,0.00926056644617812
high,30,220,0.998416070957621,19,0.9660244205815389,9996.450202612428,8457.997836185741,0,0.7288955660711564
high422,56,63,0.7061285991514175,3,0.8268872242565903,8618.01163552715,7135.526562452848,1,0.9677249545174147
main,58,144,0.17498271783716302,39,0.03868666557479217,980.2889522369795,6311.857486055793,1,0.4157726564589683
high,47,103,0.28300083426431266,27,0.09522735226413348,2458.194686183741,3868.66031485001,2,0.029583801691547618
main,68,87,0.9768960060726554,39,0.5032602226277433,2476.606468409458,1528.9132013646479,2,0.10385410518363891
high,26,155,0.8082372662952807,10,0.7720915453694499,6874.415798720363,8536.536589800387,1,0.292394034746037
high10,29,241,0.43929756378726303,18,0.49740927352827247,2864.4091335486232,8162.770904892065,1,0.6347233322969147
high,29,181,0.9117169381133591,48,0.1859474385922597,5778.8228576553265,5185.359657181926,2,0.034873167950250306
high422,56,156,0.012838773059766773,43,0.3778278024689151,3313.523004193406,9628.03677349151,2,0.32886164832494025
baseline,17,59,0.303790265308333,14,0.017688512603309614,5360.91575684112,7488.124927926955,2,0.744063237647689
baseline,12,231,0.7652023417878081,17,0.060092505226476245,8383.147862455975,8861.036578914953,0,0.9551200539047191
baseline,29,206,0.9213648396648604,10,0.3269419433194233,1981.3333462233252,6550.68576876114,1,0.30916152943208486
high,45,134,0.053938030188549035,38,0.2234030829086906,7028.9109066603005,1756.6918286701184,0,0.8912796888612279
high444,42,119,0.450025872427957,0,0.15118802638276152,9717.440226317658,6352.8207654294565,2,0.6800885932596267
high444,51,66,0.6604047890514507,10,0.6940637029555291,9606.868692534872,2768.4303915496043,2,0.4144419992177111
high,23,67,0.6384503474562008,33,0.8638130524705137,584.24956853246,4457.029035061606,2,0.9909355605788507
baseline,68,182,0.6035229348023456,48,0.3001077299831837,4559.3396012430785,5453.448801012327,1,0.6071920595970595
high,2,157,0.11220907551756332,3,0.8484658348897727,4039.5235738034353,2961.276433199422,0,0.47020919875692446
high,60,98,0.3300259315978932,17,0.5754408893824784,1217.1988767905507,3381.512818123652,0,0.2875592130828454
high444,66,92,0.7301952459999896,38,0.6272730837753863,3635.7837154882013,3654.820307633776,0,0.5689296405212042
high10,25,204,0.8195015640143115,34,0.6705586925536495,6138.285518773105,1659.678856707415,2,0.5461304429273766
main,22,150,0.0774783473515972,48,0.9323435719334182,1508.8243176991011,1262.4319099077063,0,0.13352203510346883
high10,49,122,0.9785015229517229,5,0.2544695127117679,8034.02649062662,7297.534567233211,1,0.7784364342481773
main,34,92,0.8705706639067238,28,0.5035252290578632,6728.002245522721,1879.8733881832763,0,0.6150707752874451
main,67,43,0.8717679954193431,17,0.3910049107401784,400.8626165501905,4367.567497294753,1,0.3071721245744531
high,59,63,0.8486822963385852,48,0.3939115494757721,2174.477176096602,1802.5339185222533,1,0.8256268393510854
main,67,79,0.37134239203125907,23,0.10284095185858944,3294.7515599879507,8214.074964853935,0,0.3842158881331593
main,22,54,0.9042768133926168,32,0.37512051899756027,6624.836698400965,8801.423984013249,2,0.7162039950370331
main,57,123,0.1467286247685612,20,0.8446021560940944,9164.131589916282,4918.968999130957,0,0.5726689966797082
high,31,91,0.13375460040639164,44,0.08759512200568753,3982.7221280930657,4453.740356118452,2,0.5943124834061787
high10,52,131,0.10537998935354254,50,0.212331201944438,3368.08173494199,1451.679260741885,2,0.3715385453216551
baseline,37,238,0.8272764058743209,10,0.3461659743477765,5990.1908437101965,9694.333917119115,0,0.8544235933048338
high422,44,245,0.9931895353663441,31,0.9001323020441355,7245.475113455512,4072.9036059880873,2,0.44381662227623886
main,8,234,0.1240457883397943,8,0.5399277804727424,658.8536778674148,7265.264105964891,0,0.15940761685822857
high,7,152,0.13497060216250356,47,0.11595915993552774,9645.89601108379,2100.7624598298967,0,0.4703348256523011
high,47,236,0.24460824977650086,46,0.741640050418379,6514.348012641093,2480.659145900851,1,0.9058074669639904
baseline,63,109,0.16800199637336366,25,0.6982208269966957,4637.941642939029,2372.161842519307,2,0.07844491283275534
high10,32,51,0.5356015889505499,20,0.567181705712442,1501.6988694869403,1850.09395434389,1,0.15979084765100693
high10,12,90,0.936899779161071,4,0.11662543936573111,2363.472242415224,5951.50953776849,2,0.8491684593245817
high422,28,198,0.175475549038423,51,0.4928567849144152,739.7023577233774,644.5825676963813,2,0.5571720333463899
high444,57,90,0.06716545058922363,43,0.9481520737479273,6860.523065685757,4559.625919612773,2,0.3973554449336245
high,46,159,0.12011355251962241,18,0.18662475653883703,5180.6971334954,101.09550785898591,1,0.45947984620099025
main,57,82,0.5304034591150004,15,0.11335786738805509,8567.645224557937,351.8851505261622,2,0.002906461742693711
main,9,211,0.9276447640015514,28,0.9303620173124826,563.5596098713103,8069.201486014906,0,0.18115666036640543
main,7,130,0.12897691033004888,33,0.5907957730322144,8689.146609592433,3910.94128150047,0,0.39569445562386163
high422,32,189,0.4920467552752624,9,0.9914277644398665,490.3905789472751,8396.97236796319,2,0.8990165828731637
high10,7,155,0.529458417707592,5,0.3217975962637294,2942.754616747826,8514.107249931383,1,0.5381419533850637
high10,46,162,0.06081316139265325,51,0.9993835674807177,7275.517759678636,6148.157215544408,1,0.714237608635983
high422,41,95,0.4897573151321939,9,0.09864305693843178,4095.8554983674167,5319.21770400711,1,0.6228744528751823
high444,64,157,0.7966381566220134,25,0.8324677339201979,2901.550947182766,9132.724364425172,1,0.24879294986755063
main,36,88,0.9014628305167017,17,0.45581760137620597,3148.8468583412887,4184.608011581563,1,0.6846538243777076
high,28,164,0.4891545573449425,3,0.7184514094281437,6024.174773105397,2841.6932267760985,1,0.3645110309962516
high422,10,215,0.28597973349986683,10,0.8982807181995351,7047.625540356296,3.755194582314436,0,0.32067230606979347
high444,0,194,0.3896149115819181,19,0.5154324317281433,8179.548294755156,3991.724772708133,1,0.526600444226805
high10,40,73,0.13996824156065601,35,0.6439818353378882,219.4719108711496,658.1837001509549,2,0.653752741370964
high422,49,85,0.9506390062035426,32,0.20466660450999485,7142.3885222803965,8704.46511183141,0,0.07324579137994613
baseline,39,235,0.5035723366331862,27,0.15203133276388814,1958.0278632032478,5044.853857007365,1,0.1969359068381331
high444,67,133,0.004145680304936006,45,0.25880040983606667,6518.3626152859615,2926.9053788318733,0,0.1350245122323882
high,45,97,0.7208880812882913,6,0.9745656409141359,8998.68750098685,932.396659337994,2,0.9315426588115641
high,24,150,0.7056740198938822,48,0.4601702293418971,8566.300894601402,497.7860527888156,1,0.5735174849891141
high,6,85,0.4229825117479097,25,0.5261233104923061,384.39063927725005,1533.4852126516284,2,0.36519091798421077
high10,13,183,0.6418255541218661,23,0.3337284968408414,2209.243223005356,9909.744125460029,2,0.7983147744384652
main,60,245,0.8996255350501683,29,0.5402449931947745,4029.700168964089,4178.896088399938,2,0.21870188740235585
high10,44,49,0.31639934565902916,30,0.5018947444889275,5733.051350233326,4931.12200635944,0,0.7746786879106876
high,22,101,0.19987010082401757,32,0.7233309336967141,7774.653278923691,6277.365889790813,0,0.31236493413943545
high422,64,107,0.03876783349864488,27,0.14815635762823676,2478.2067015464495,6239.185531579049,2,0.9891586031793796
high444,14,68,0.9407186329821343,23,0.5241452362368202,8160.93474456015,1676.8204824159627,0,0.705183528984279
high10,37,114,0.04820089151993878,5,0.7100714102077073,5084.576939996349,4487.845207294491,1,0.5780348691320435
high422,47,64,0.905419163114716,22,0.0921649840866775,8431.942845980602,1094.8661464050767,0,0.6498528571746224
main,30,102,0.9166540360904452,43,0.4786708937043579,2514.8453670654703,1323.597584714572,1,0.23609953623883428
high10,16,151,0.9994728753006419,16,0.11571927472959198,1603.1682205931143,9817.473052319898,0,0.7347553402235134
high,56,82,0.8973410228167539,34,0.348471095737495,5283.506452759392,8293.20020316626,2,0.8845931556368665
high,7,183,0.0371542783203338,43,0.056149439506729015,803.9854040507932,7653.406483625567,0,0.4208246858355974
high422,37,97,0.005765997842810178,49,0.4098595402288333,8437.222059044832,9006.139946005984,0,0.3128194879067032
high10,55,71,0.34752798675091645,21,0.8305220251050173,7979.590187775662,998.7093419866178,1,0.48330499773379865
high10,34,159,0.16548272205174508,19,0.6656758914505765,2610.6852637696666,1070.6653485670226,1,0.765383993041831
main,34,97,0.5476588386943978,0,0.03943765524663867,5383.48050540213,8066.4439789983335,1,0.6692364404815688
high444,44,164,0.5160014345129041,22,0.7652701315414004,2378.124960939333,1084.3070002937184,0,0.9304545012496442
baseline,46,148,0.9557921722152859,8,0.4569285919352871,4222.908049610732,9585.522771905264,1,0.548359883993796
high10,31,147,0.9246407474115538,11,0.5335355530161725,1512.0725727822482,1691.310812577148,2,0.9183005994357569
main,61,160,0.6957003525193423,24,0.8136647181472539,4308.571992719964,9417.165459332264,1,0.22541070845729505
baseline,42,210,0.9319196669930345,0,0.9293370496865683,5938.859266269315,4129.428323423981,2,0.9120684999204571
main,33,216,0.08593390981937055,27,0.015544544885687905,3997.9691887487825,3386.3445946203797,2,0.1891074344604703
baseline,20,84,0.6930189066234413,28,0.03861563806335355,7781.096805134474,4796.696960420107,2,0.759980818715292
high10,62,196,0.6157570809532747,6,0.7568394509378797,8035.297402430418,823.7789616675107,0,0.6044155499291493
main,33,115,0.007278207827628669,36,0.4271088935501254,1400.7505369777496,5532.170922653673,1,0.5093502697409019
high422,18,85,0.13378888352996865,2,0.6069171664121165,6184.053137354059,2886.8334910626227,2,0.6408879072633523
high,16,215,0.17642699927831307,18,0.18288181585201924,2392.5745075311165,5818.2893519230265,1,0.37987431128449345
high444,43,53,0.8786408792677527,4,0.9890839486341021,9523.268881938693,2456.845336036976,2,0.9257026449780924
high444,1,172,0.43583852135172674,1,0.9658964146142676,5966.596791133027,1824.7381072316393,1,0.21018537311929208
baseline,1,244,0.27128675556544357,16,0.14853090427979432,7718.126579375352,9878.361423488603,1,0.05174887285104146
high444,23,221,0.7437366779361505,3,0.744341560980904,510.7268218557659,9786.874388326136,2,0.40320074228527436
high10,10,157,0.5816352782264178,41,0.03685351390701452,8919.54380358411,318.53592517879116,2,0.0015447961134530397
high444,27,48,0.7468938783228724,33,0.608643966399344,1706.6787159370567,6022.004221793513,1,0.6240765357449934
main,67,45,0.3000336275878003,0,0.9280038444345701,4752.612504395594,8201.13540992182,2,0.4580728334329951
baseline,56,176,0.059985906491214824,8,0.5563454425214893,3547.0455497559537,4794.011599014974,0,0.3703636518893375
high10,56,84,0.8331627296007894,12,0.4986745248255591,1636.5540509647935,3899.2389350811154,1,0.09367214811065094
main,18,205,0.6620826778712486,48,0.3495449158943824,1461.1473178986168,7819.239046562182,1,0.7604127625957566
main,26,169,0.5756908695492935,3,0.8360263846465344,8846.276439916694,6939.687950709396,1,0.39663729452899277
baseline,13,249,0.4592494813111142,45,0.9949052505986117,1770.0776335121604,5092.8267713838695,1,0.7346659329690167
high422,68,107,0.8920146574940354,6,0.1947359875880874,3730.466048200236,3780.124977639264,2,0.3006127713158485
high10,44,189,0.17982590326396042,48,0.5598954994510703,4510.964056439426,4006.072946409169,1,0.2626035403331145
main,54,240,0.9629311406614391,18,0.3776370662277203,5611.284379434712,5021.285888674916,0,0.9855864394882062
high444,16,215,0.6721373406799437,2,0.30785142103528873,318.53273405918145,9050.457224254957,0,0.6144874118225364
high,60,114,0.5127374762651624,15,0.1965277599190215,2725.745061039051,7740.399849396099,0,0.8914900311276743
high,15,139,0.03577371780905436,18,0.3568092839527186,1273.753016409216,3495.2961293277863,2,0.5786372832821771
high444,64,82,0.5759349412047151,5,0.7025216008999698,8874.343891130959,535.6144036875044,0,0.9636253208761532
high444,57,137,0.1902201616845658,19,0.8267795413529608,3415.3674074103346,2030.3235411802445,1,0.11512525983417843
high444,16,112,0.14865982035541614,22,0.6748741789350023,3526.1794832623873,9220.598217073608,0,0.775293127316839
high,21,246,0.9813725083651929,4,0.43422098325911473,6138.967277660075,3398.4257531177,1,0.6094024507369148
main,26,122,0.3584918063420264,17,0.3866954124477924,5262.9312023299935,9942.064747536277,0,0.022265475439504523
high10,64,129,0.8683006874488352,21,0.8081583791999052,831.5506745629797,329.74505597267336,1,0.7891753215815545
high10,22,193,0.7193211026368963,41,0.04122650340576661,824.8377426962116,6787.920564966098,2,0.47289470929087307
high444,30,83,0.4627412573266624,36,0.09546480859469963,2830.980216697342,178.69484756306676,0,0.5270077153835255
baseline,5,60,0.3210915979899023,37,0.7229907345163714,3858.075981719279,4529.595070930352,2,0.46464799120010514
high,12,177,0.048442363436282054,12,0.1316719382273419,1621.4157240072025,1953.0009400743663,1,0.22859859292902218
baseline,18,141,0.11315978993148001,47,0.45734070582549713,1217.50443712505,2871.9343427738795,2,0.4879519567526077
main,30,74,0.0019438105368447811,20,0.9426110772797427,3847.8319007238847,5991.268414570405,2,0.8708811277192984
main,52,109,0.9994058300951153,46,0.5325675281796528,9501.281527623903,8026.925303005583,1,0.7365982555937658
baseline,16,157,0.7883711762215654,50,0.20051793115814953,1017.841608363661,9497.282508566084,1,0.914181682780674
high422,32,192,0.9756897944032363,0,0.838352117334971,259.2390659148491,3739.7200917861596,0,0.5653479343733552
high,59,104,0.18009552858258449,11,0.23511385491439607,2261.968767202892,4449.636134658475,0,0.7686250423750347
main,1,93,0.25389218199937824,46,0.45783407145082244,1515.9222592582998,667.5509768604315,0,0.8601470781162875
high10,13,100,0.3189026405135178,26,0.06796197789732472,5564.498218262889,6398.721418589796,2,0.36602409977941586
baseline,54,164,0.6658010840600999,28,0.2648359798436808,9805.202535459643,6437.803716070982,0,0.4648559197979686
high422,48,134,0.337267876509157,24,0.11932240038341146,1445.9916006222606,6938.452097614118,2,0.17595829760998705
high422,54,208,0.9046077276281045,6,0.30938209175014986,7428.71127187963,797.2537363437559,1,0.06780054499999866
baseline,20,103,0.49875679670643325,47,0.466438180170589,7794.867838481991,6522.384336461918,2,0.2756425861786891
high422,37,246,0.8894070567260948,12,0.18722942554176236,2049.2716458501545,5132.061911620062,0,0.7537920093751271
high,0,119,0.6490760369258257,0,0.49746447260582083,8495.161453702736,8445.84738708888,1,0.18902512966563967
high422,54,113,0.43787690988426164,31,0.5937206157590763,4233.267608052946,5770.950567228624,2,0.10036985953169575
high,13,105,0.731008100842467,41,0.1652757577991668,198.6748877967459,659.8098710135869,2,0.27969957206717055
baseline,28,172,0.8484147960792975,22,0.5243516661738752,5695.040817065944,9286.993966538857,0,0.9181627714779588
main,1,222,0.6125827718217987,6,0.796289300801978,1645.2282635300107,8254.574582683748,2,0.030466411251758863
high444,61,155,0.16609431569703303,24,0.5749705053830261,6181.643243163969,6038.269079018543,0,0.3249446595012736
high444,30,46,0.8031346793579655,49,0.6917662032675193,7102.628708252492,2577.92927027352,2,0.6815546477760226
baseline,6,173,0.34474824087110456,33,0.3274217906096729,1319.4176217290565,9228.81296237191,1,0.9273789823552069
high10,57,70,0.0760170142872657,18,0.15524152989121875,7109.970620961068,2555.6955230417775,0,0.5894898947714494
main,24,49,0.11179360697822649,17,0.24145741122937436,1241.9972816188274,9163.266938973955,0,0.06445702761796024
baseline,6,83,0.41025891192622654,40,0.25114552387833267,2616.743222381559,8277.22929623311,2,0.05421114621449752
baseline,17,242,0.35213722253064494,37,0.7440966228105794,104.78231929870185,8703.867866996881,1,0.5476047402138182
high,30,192,0.9817002670810877,40,0.014147243037500035,868.790708055821,1311.6126927665207,0,0.5273777096428803
high444,7,223,0.7821679819968658,47,0.2410741020718642,3874.082456245851,5647.870920808517,1,0.2549197124698458
baseline,22,136,0.3944016651877684,39,0.21951436140670533,9789.800782590153,4271.995644634359,1,0.23742757215422705
high10,26,112,0.7198447191724519,5,0.6729749333576688,1442.0794175549922,6072.969102611845,0,0.22095879216830328
high10,37,238,0.30214799913285306,22,0.5554881676393396,9244.280340439824,4445.361523285832,1,0.06354586218906422
